TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
10794	Kệ Ngăn Nạm Vàng 	Furniture_guizi_39	34	50079	50079		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành đa bảo cách, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	539										
10795	Kệ Ngăn Hoàng Kim 	Furniture_guizi_40	34	50080	50080		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành đa bảo cách, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	540										
4088	Tủ Vuông Gỗ Tùng	Furniture_guizi_26	34	4088	4088		FurnitureItem	999	Tủ vuông nhỏ làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	526										
4089	Tủ Vuông Bạch Dương	Furniture_guizi_27	34	4089	4089		FurnitureItem	999	Tủ vuông nhỏ làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	527										
4090	Tủ Vuông Mặc Hương	Furniture_guizi_28	34	4090	4090		FurnitureItem	999	Tủ nhỏ sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	528										
4091	Tủ Vuông Sắc Màu	Furniture_guizi_29	34	4091	4091		FurnitureItem	999	Tủ nhỏ có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	529										
4092	Tủ Vuông Tử Đàn	Furniture_guizi_30	34	4092	4092		FurnitureItem	999	Tủ nhỏ làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	530										
10796	Tủ Vuông Nạm Vàng 	Furniture_guizi_41	34	50081	50081		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành tiểu phương quỹ, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	541										
10797	Tủ Vuông Hoàng Kim 	Furniture_guizi_42	34	50082	50082		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành tiểu phương quỹ, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	542										
4093	Bàn Vuông Gỗ Tùng	Furniture_zhuozi_1	34	4093	4093		FurnitureItem	999	Bàn vuông làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1001										
4094	Bàn Vuông Bạch Dương	Furniture_zhuozi_2	34	4094	4094		FurnitureItem	999	Bàn vuông làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1002										
4095	Bàn Tròn Mặc Hương	Furniture_zhuozi_3	34	4095	4095		FurnitureItem	999	Bàn tròn sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1003										
4096	Bàn Tròn Sắc Màu	Furniture_zhuozi_4	34	4096	4096		FurnitureItem	999	Bàn tròn có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1004										
4097	Bàn Tròn Tử Đàn	Furniture_zhuozi_5	34	4097	4097		FurnitureItem	999	Bàn tròn làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1005										
10798	Bàn Tròn Nạm Vàng 	Furniture_zhuozi_31	34	50083	50083		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành bàn tròn, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1031										
10799	Bàn Tròn Hoàng Kim 	Furniture_zhuozi_32	34	50084	50084		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành bàn tròn, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	1032										
4098	Bàn Gỗ Tùng	Furniture_zhuozi_6	34	4098	4098		FurnitureItem	999	Bàn làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1006										
4099	Bàn Bạch Dương	Furniture_zhuozi_7	34	4099	4099		FurnitureItem	999	Bàn làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1007										
4100	Bàn Mặc Hương	Furniture_zhuozi_8	34	4100	4100		FurnitureItem	999	Bàn sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1008										
4101	Bàn Sắc Màu	Furniture_zhuozi_9	34	4101	4101		FurnitureItem	999	Bàn có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1009										
4102	Bàn Tử Đàn	Furniture_zhuozi_10	34	4102	4102		FurnitureItem	999	Bàn làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1010										
10800	Bàn Nạm Vàng 	Furniture_zhuozi_33	34	50085	50085		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành Mộc án, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1033										
10801	Bàn Hoàng Kim 	Furniture_zhuozi_34	34	50086	50086		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành Mộc án, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	1034										
4103	Bàn Dài Gỗ Tùng	Furniture_zhuozi_11	34	4103	4103		FurnitureItem	999	Bàn dài làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1011										
4104	Bàn Dài Bạch Dương	Furniture_zhuozi_12	34	4104	4104		FurnitureItem	999	Bàn dài làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1012										
4105	Bàn Dài Mặc Hương	Furniture_zhuozi_13	34	4105	4105		FurnitureItem	999	Bàn dài sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1013										
4106	Bàn Dài Sắc Màu	Furniture_zhuozi_14	34	4106	4106		FurnitureItem	999	Bàn dài có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1014										
4107	Bàn Dài Tử Đàn	Furniture_zhuozi_15	34	4107	4107		FurnitureItem	999	Bàn dài làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1015										
10802	Bàn Dài Nạm Vàng 	Furniture_zhuozi_35	34	50087	50087		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành phương án, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1035										
10803	Bàn Dài Hoàng Kim 	Furniture_zhuozi_36	34	50088	50088		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành phương án, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	1036										
4108	Bàn Gỗ Tùng	Furniture_zhuozi_16	34	4108	4108		FurnitureItem	999	Bàn làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1016										
4109	Bàn Gỗ Bạch Dương	Furniture_zhuozi_17	34	4109	4109		FurnitureItem	999	Bàn làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1017										
4110	Bàn Gỗ Mặc Hương	Furniture_zhuozi_18	34	4110	4110		FurnitureItem	999	Bàn sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1018										
4111	Bàn Gỗ Sắc Màu	Furniture_zhuozi_19	34	4111	4111		FurnitureItem	999	Bàn có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1019										
4112	Bàn Gỗ Tử Đàn	Furniture_zhuozi_20	34	4112	4112		FurnitureItem	999	Bàn làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1020										
10804	Bàn Gỗ Nạm Vàng 	Furniture_zhuozi_37	34	50089	50089		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành kiều đầu án, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1037										
10805	Bàn Gỗ Hoàng Kim 	Furniture_zhuozi_38	34	50090	50090		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành kiều đầu án, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	1038										
4113	Kệ Bồn Gỗ Tùng	Furniture_zhuozi_21	34	4113	4113		FurnitureItem	999	Kệ trang trí làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1021										
4114	Kệ Bồn Bạch Dương	Furniture_zhuozi_22	34	4114	4114		FurnitureItem	999	Kệ trang trí làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1022										
4115	Kệ Bồn Mặc Hương	Furniture_zhuozi_23	34	4115	4115		FurnitureItem	999	Kệ trang trí sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1023										
4116	Kệ Bồn Sắc Màu	Furniture_zhuozi_24	34	4116	4116		FurnitureItem	999	Kệ trang trí có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1024										
4117	Kệ Bồn Tử Đàn	Furniture_zhuozi_25	34	4117	4117		FurnitureItem	999	Kệ trang trí làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1025										
10806	Kệ Bồn Nạm Vàng 	Furniture_zhuozi_39	34	50091	50091		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành bồn cảnh cái, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1039										
4118	Bàn Cờ Gỗ Tùng	Furniture_zhuozi_26	34	4118	4118		FurnitureItem	999	Bàn cờ làm từ Gỗ Tùng, hoa văn thiên nhiên, rất bền	300000	1	1	1000	2	1	1	99999	1026										
4119	Bàn Cờ Bạch Dương	Furniture_zhuozi_27	34	4119	4119		FurnitureItem	999	Bàn cờ làm từ Bạch Dương, màu hơi sậm trông rất chắc chắn.	750000	1	1	1000	3	1	1	99999	1027										
4120	Bàn Cờ Mặc Hương	Furniture_zhuozi_28	34	4120	4120		FurnitureItem	999	Bàn cờ sơn màu lam đậm, tỏa mùi thơm thoang thoảng	1500000	1	1	1000	4	1	1	99999	1028										
4121	Bàn Cờ Sắc Màu	Furniture_zhuozi_29	34	4121	4121		FurnitureItem	999	Bàn cờ có màu sắc rực rỡ luôn thay đổi	3000000	1	1	1000	5	1	1	99999	1029										
4122	Bàn Cờ Tử Đàn	Furniture_zhuozi_30	34	4122	4122		FurnitureItem	999	Bàn cờ làm từ Gỗ Tử Đàn thượng hạng, viền trang trí bằng vàng, trông rất sang trọng	6000000	1	1	1000	6	1	1	99999	1030										
10807	Bàn Cờ Nạm Vàng 	Furniture_zhuozi_40	34	50092	50092		FurnitureItem	999	dĩ hiếm thấy thượng phẩm hoa cúc lê Mộc chế thành bàn cờ, Gỗ chuẩn hợp chỗ giai tương dĩ hoàng kim, công nghệ kỹ càng, hồn nhiên thiên thành 	12000000	1	1	1000	6	1	1	99999	1040										
10808	Bàn Cờ Hoàng Kim 	Furniture_zhuozi_41	34	50093	50093		FurnitureItem	999	tuyệt phẩm tơ vàng cây lim dữ mấy trăm khối hoàng kim giao thác chế tạo mà thành bàn cờ, hoàng kim chỗ canh do đương đại đệ nhất thợ kim hoàn thủ công điêu khắc, vật liệu gỗ hoàng kim hợp nhau lại càng tăng thêm sức mạnh, làm cho xem thế là đủ rồi 	24000000	1	1	1000	7	1	1	99999	1041										
4123	Đệm Cỏ	Furniture_yizi_1	34	4123	4123		FurnitureItem	999	Đệm cói làm từ rơm rạ, bề mặt thô, dùng trong gia đình bình thường	100000	1	1	1000	2	1	1	99999	1501										
4124	Đệm Trúc	Furniture_yizi_2	34	4124	4124		FurnitureItem	999	Đệm cói làm từ vỏ măng, mang đến cảm giác thoải mái, giá rẻ	250000	1	1	1000	3	1	1	99999	1502										
4125	Tử La Lan	Furniture_yizi_3	34	4125	4125		FurnitureItem	999	Làm từ vải màu tím nhạt, trên có đường thêu đơn giản, chất liệu mềm mại	500000	1	1	1000	4	1	1	99999	1503										
4126	Lãnh Ngọc Lang Hoàn	Furniture_yizi_4	34	4126	4126		FurnitureItem	999	Làm từ vải thượng hạng màu vàng nhạt, dùng chỉ vàng thêu hình ngọc bội, đường chỉ tinh tế	1000000	1	1	1000	5	1	1	99999	1504										
4127	Tử Ngọc Thành Yên	Furniture_yizi_5	34	4127	4127		FurnitureItem	999	Làm từ vải cung đình màu tím, mềm mại, êm ái, cao quý, trang nhã	2000000	1	1	1000	6	1	1	99999	1505										
10809	Giao Thập Trùng Điệp 	Furniture_yizi_19	34	50094	50094		FurnitureItem	999	tú kim sắc dữ lục nhạt mầu lăng loan gấm vóc giao thập chức thành, trên đó tái điệp noãn điếm, trình tự phân minh, tạo hình lịch sự tao nhã, đã cực kỳ khó được vật 	4000000	1	1	1000	6	1	1	99999	1519										
10810	Kim Phong Ngọc Lộ 	Furniture_yizi_20	34	50095	50095		FurnitureItem	999	chủ thể dùng bảo cùng tú tơ vàng lũ dĩ Xuyên Vân chức châm chức thành, vân văn tú vu điếm mặt, minh điện thủy tinh cầu tương vu bên cạnh, vẽ rồng điểm mắt chi bút.kim phong ngọc lộ nhất tương phùng, liền thắng lại nhân gian vô số 	8000000	1	1	1000	7	1	1	99999	1520										
4128	Đệm Gai Thô	Furniture_yizi_6	34	4128	4128		FurnitureItem	999	Đệm ngồi làm từ sợi đay thô, chất liệu hơi cứng, thường dùng trong gia đình bình thường	100000	1	1	1000	2	1	1	99999	1506										
